Марка|Модель|Модификация|Тип кузова|Год выпуска|Коллекция|Артикул|Количество мест|Материал|Поролон|Использование с боковыми Airbag|Карманы в спинках передних сидений|Вышивка Логотипа|Декоративная отстрочка|Чехол на задний подлокотник|Чехол на передний подлокотник|Доп. 1|Доп. 2|Цена Закупочная|Цена Крупный Опт|Цена Мелкий Опт|Цена Розничная
Ssang Yong|Kyron|II|внедорожник|2008-н.в.|Standart|mch-0321|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Avensis Liftback|II (T250)|универсал|2003-2008|Standart|mch-0334|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Corolla|E12|хэтчбек|2001-2007|Standart|mch-0343|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Hilux|VII (N2)|пикап|2004-н.в.|Standart|mch-0350|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Land Cruiser Prado|J150|внедорожник|2009-н.в.|Standart|mch-0353|5|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Jetta|VI|седан|2010-н.в.|Standart|mch-0373|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Passat|B4|седан|1993-1997|Standart|mch-0376|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Passat Variant|B4|универсал|1993-1997|Standart|mch-0377|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Passat|B6|седан|2005-н.в.|Standart|mch-0379|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Sharan|-|минивен|1995-н.в.|Standart|mch-0382|5|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Sharan|-|минивен|1995-н.в.|Standart|mch-0383|7|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|6840
ВАЗ Lada|2104|-|универсал|1984-2012|Standart|mch-0388|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2105|-|седан|1980-2010|Standart|mch-0389|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2106|-|седан|1976-2006|Standart|mch-0390|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2107|-|седан|1982-2013|Standart|mch-0391|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|21099|-|седан|1990-2004|Standart|mch-0395|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2110|-|седан|1995-2007|Standart|mch-0396|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2111|-|универсал|1998-2009|Standart|mch-0398|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2112|-|хэтчбек 5 дв.|1999-2008|Standart|mch-0400|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|21123|Coupe|купэ|2006-н.в.|Standart|mch-0402|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Largus|-|фургон|2012-н.в.|Standart|mch-0421|2|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4490
Lada|Largus|-|универсал|2012-н.в.|Standart|mch-0423|5|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Largus|-|универсал|2012-н.в.|Standart|mch-0425|7|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|6840
Lada|Priora|-|седан|2007-н.в.|Standart|mch-0427|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Priora|-|хэтчбэк|2008-н.в.|Standart|mch-0429|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ГАЗ|3110|-|седан|1997-2004|Standart|mch-0436|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ГАЗ|31029|-|седан|1992-1997|Standart|mch-0437|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ГАЗ|Газель|-|фургон|1994-н.в.|Standart|mch-0438|3|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4490
ГАЗ|Газель|-|фургон|1994-н.в.|Standart|mch-0439|7|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|6840
ГАЗ|Баргузин|-|фургон|1994-н.в.|Standart|mch-0440|7|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|6840
Hyundai|Sonata|V|седан|2004-2009|Standart|mch-0144|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Sportage|II|кроссовер|2004-2010|Standart|mch-0163|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Soul|-|кроссовер|2008-н.в.|Standart|mch-0167|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Magentis|-|седан|2005-2010|Standart|mch-0169|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Rio|II|седан|2005-2009|Standart|mch-0170|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Rio|II|хетчбэк|2005-2009|Standart|mch-0171|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Rio|III|седан|2009-2011|Standart|mch-0172|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Rio|III|хетчбэк|2009-2011|Standart|mch-0173|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Kia|Rio|IV|седан|2011-н.в.|Standart|mch-0174|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mazda|6|-|седан|2002-2008|Standart|mch-0189|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mazda|6|-|седан|2008-2013|Standart|mch-0190|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mazda|6|-|хетчбэк|2008-2013|Standart|mch-0192|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mazda|6|-|седан|2013-н.в.|Standart|mch-0194|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Galant|VIII|седан|1996-2003|Standart|mch-0202|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Lancer|X|седан|2007-2012|Standart|mch-0206|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Outlander|II (XL)|кроссовер|2005-н.в.|Standart|mch-0209|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Outlander|III|кроссовер|2012-н.в.|Standart|mch-0211|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Pajero|III|внедорожник|2000-2006|Standart|mch-0213|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Pajero|IV|внедорожник|2006-н.в.|Standart|mch-0214|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |Pajero Sport|I|внедорожник|1996-2009|Standart|mch-0216|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mitsubishi |L200|-|пикап|2006-н.в.|Standart|mch-0219|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mercedes|Sprinter|II|минивен|2006-н.в.|Standart|mch-0222|2|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4490
Mercedes|Sprinter|II|минивен|2006-н.в.|Standart|mch-0223|3|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4490
Mercedes|W-124|-|седан|1985-1993|Standart|mch-0224|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Mercedes|190 (W-201)|-|седан|1982-1993|Standart|mch-0225|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Almera|N16|седан|2000-2006|Standart|mch-0226|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Almera|N16|хэтчбек|2000-2006|Standart|mch-0228|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Note |-|хэтчбек|2004-н.в.|Standart|mch-0234|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|комплектация Tekna|-|-|-|-|4990
Nissan|Primera|P11|седан|1996-2002|Standart|mch-0236|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Primera|P12|седан|2002-2006|Standart|mch-0238|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Primera|P12|хэтчбек|2002-2006|Standart|mch-0239|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Primera|P12|универсал|2002-2006|Standart|mch-0240|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Teana|II|седан|2008-н.в.|Standart|mch-0245|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Nissan|Qashqai|-|кроссовер|2007-2013|Standart|mch-0248|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Astra|G|седан|1998-2004|Standart|mch-0259|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Omega|B|седан|1993-2004|Standart|mch-0275|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Vectra|A|седан|1988-1995|Standart|mch-0276|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Vectra|В|седан|1995-2002|Standart|mch-0277|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Vectra|С|седан|2002-2008|Standart|mch-0278|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Opel|Zafira|B|минивен|2005-н.в.|Standart|mch-0279|5|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Peugeot|207|-|хэтчбек|2006-н.в.|Standart|mch-0283|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Peugeot|508|-|седан|2011-н.в.|Standart|mch-0288|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Duster|-|кроссовер|2010-н.в.|Standart|mch-0290|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Fluence|-|седан|2009-н.в.|Standart|mch-0292|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Logan|I|седан|2004-2013|Standart|mch-0294|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Megane|II|хэтчбек|2002-2008|Standart|mch-0297|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Sandero|I|кроссовер|2008-н.в.|Standart|mch-0301|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Sandero Stepway|II|кроссовер|2012-н.в.|Standart|mch-0303|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Renault|Symbol|II|седан|2008-н.в.|Standart|mch-0304|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Skoda|Octavia|II|хэтчбек|2004-2008|Standart|mch-0307|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Skoda|Octavia Tour|II|универсал|2004-2008|Standart|mch-0308|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Skoda|Octavia|A5|седан|2004-2013|Standart|mch-0310|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Skoda|Yeti|-|кроссовер|2009-н.в.|Standart|mch-0314|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Ssang Yong|Kyron|-|внедорожник|2005-2007|Standart|mch-0320|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Ssang Yong|Rexton|II|внедорожник|2007-н.в.|Standart|mch-0323|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Subaru|Impreza|III|седан|2007-н.в.|Standart|mch-0325|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Subaru|Legacy Outback|IV|универсал|2009-2012|Standart|mch-0326|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Suzuki|Grant Vitara|-|внедорожник|1997-2005|Standart|mch-0327|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Suzuki|Grant Vitara|II|внедорожник|2005-н.в.|Standart|mch-0328|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Suzuki|SX4|-|кроссовер|2006-2013|Standart|mch-0330|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Avensis|II (T250)|седан|2003-2008|Standart|mch-0332|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Avensis|III (T27)|седан|2008-н.в.|Standart|mch-0335|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Camry|VI (XV40)|седан|2006-2011|Standart|mch-0337|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Carina |E|седан|1992-1996|Standart|mch-0340|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Corolla|E12|седан|2001-2007|Standart|mch-0341|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Corolla|30N/MC|седан|2007-2013|Standart|mch-0345|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Highlander|II|кроссовер|2008-2014|Standart|mch-0348|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Mark II|IX|седан|2000-2004|Standart|mch-0355|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|RAV4|III|кроссовер|2005-2013|Standart|mch-0357|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Toyota|Verso|AR2|минивен|2009-н.в.|Standart|mch-0360|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|II|хэтчбек|1983-1992|Standart|mch-0362|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|III|хэтчбек|1991-1997|Standart|mch-0363|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|IV|хэтчбек|1997-2003|Standart|mch-0364|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|V|хэтчбек|2003-2008|Standart|mch-0365|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|V Plus|хэтчбек|2004-2008|Standart|mch-0366|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|VI|хэтчбек|2008-н.в.|Standart|mch-0367|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|VI Plus|хэтчбек|2009-н.в.|Standart|mch-0369|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Golf|Plus|хэтчбек|2009-н.в.|Standart|mch-0370|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Polo|Sedan|седан|2010-н.в.|Standart|mch-0380|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Tiguan|-|кроссовер|2007-н.в.|Standart|mch-0384|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Touareg|7L|внедорожник|2002-2010|Standart|mch-0386|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Volkswagen|Touareg|7P5|внедорожник|2010-н.в.|Standart|mch-0387|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2113|-|хэтчбек 3 дв.|2004-2013|Standart|mch-0404|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2114|-|хэтчбек 5 дв.|2003-н.в.|Standart|mch-0406|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
ВАЗ|2115|-|седан|1997-2013|Standart|mch-0408|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Granta|-|седан|2011-н.в.|Standart|mch-0412|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Kalina|-|седан|2004-н.в.|Standart|mch-0414|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Kalina|-|хэтчбек|2007-н.в.|Standart|mch-0416|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Kalina|-|универсал|2007-н.в.|Standart|mch-0418|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
Lada|Priora|-|универсал|2009-н.в.|Standart|mch-0431|-|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|-|-|-|-|-|4990
УАЗ|Patriot|3163|внедорожник|2005-н.в.|Standart|mch-0432|5|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|салон Rexton|-|-|-|-|4990
УАЗ|Patriot|3163|внедорожник|2005-н.в.|Standart|mch-0433|9|экокожа|5мм|Да|Да|Нет|Одинарная, тонкими нитями|-|-|салон Rexton|-|-|-|-|9800
